Creation_Date,Total_Team_Years,Unique_Coaches,Unique_Teams,Year_Range,Team_Years_Multiple_Coaches,Description
2026-06-25 09:58:04,1637,270,37,1970-2024,99,Team-year to head coach mapping extracted from coaching ranks data
