mentor_name,protege_name,mentor_background,protege_background,protege_role,mentor_coordinator_type,fourth_down_mentor,fourth_down_protege,fourth_down_mentor_eradj,fourth_down_protege_eradj,pass_heavy_mentor,pass_heavy_protege,pass_heavy_mentor_eradj,pass_heavy_protege_eradj,deep_pass_mentor,deep_pass_protege,deep_pass_mentor_eradj,deep_pass_protege_eradj,two_point_mentor,two_point_protege,two_point_mentor_eradj,two_point_protege_eradj,composite_mentor,composite_protege,composite_mentor_eradj,composite_protege_eradj
Tom Coughlin,Bobby Petrino,Offensive,Offensive,OC,Other,-0.007107167235871339,-0.0174182074797251,0.0015284631795430298,-0.015718609742605888,-0.010005711885487132,-0.008260254100135,-0.0017140391369892412,0.007517175544931741,0.03144956751780144,-0.0816288545715022,0.025124635062583722,-0.07985126241810044,-0.02236678962837124,0.0527392880194383,-0.018070069391454516,0.05134946559829381,-0.00143190633462438,-0.0148775621559496,0.002472657965137936,-0.009570363875458562
Andy Reid,Brad Childress,Offensive,Offensive,OC,Other,-0.012699473927272284,-0.0064237001592170415,-0.015668064546114406,-0.0018613863486321418,0.06423508779689172,-0.0488106360481701,0.06512294808822659,-0.0297672446668999,-0.02392779472649705,-0.034956319989862164,-0.024693309173652644,-0.03499493240629524,-0.004577348375452105,-0.006978517216247142,-0.015622432675125645,-0.0010466986213443212,0.009200901935775016,-0.026828399128780663,0.006470064037710671,-0.01848694629985135
Pat Shurmur,Brad Childress,Offensive,Offensive,OC,OC,-0.0037892391823481,-0.0064237001592170415,-0.0006295639447073623,-0.0018613863486321418,0.006433839005697224,-0.0488106360481701,0.002543932433573462,-0.0297672446668999,-0.023599913859031475,-0.034956319989862164,-0.03198683465066709,-0.03499493240629524,0.019159892489144525,-0.006978517216247142,0.005330350564314896,-0.0010466986213443212,0.0002555384648159492,-0.026828399128780663,-0.004825867752163881,-0.01848694629985135
Sean McVay,Brandon Staley,Offensive,Defensive,DC,OC,0.009544972016397625,0.06948111791058094,-0.009802578445027417,0.03997069500049636,0.019323990911334476,0.06800631592392374,0.012453430710674344,0.06013987353560631,0.00015183024598345077,-0.01854640492475663,0.006757765456549835,-0.007052715258817672,0.007905098848190175,0.048195435397657894,-0.021701809581852124,0.015444203748216917,0.0099083290798549,0.04145985002884373,-0.000807784015100083,0.028926932307173605
Dennis Green,Brian Billick,Offensive,Offensive,OC,Other,-0.0575796427351558,-0.009627408411801,-0.05196716411545262,-0.005971370233389804,-0.0283343494907241,-0.02328422643134445,0.003813902398003003,0.0006786143355524722,-0.0372816670312603,0.007797497440213201,-0.03712073396814541,0.008766760048471524,-0.0134526542439716,0.02933464993914625,-0.006508300193977777,0.03211191575357091,-0.0333358719901573,-0.0010858203957474,-0.02070232731567465,0.007884551081739445
Zac Taylor,Brian Callahan,Offensive,Offensive,OC,Other,0.019670405299290584,0.0199334844040137,-0.005705309458829052,-0.016231337886580134,0.05949790813777763,-0.0565002209264647,0.051980601220369516,-0.05706851995846003,-0.017327529389055,-0.0135536008957185,-0.008979255820819557,-0.005603208183511191,0.008556535932867317,0.04358602065804,-0.02411618346717852,0.0032215302712956737,0.019930369079687548,-0.0086530536322771,0.007559057339428206,-0.022676260130418388
Eric Mangini,Brian Daboll,Defensive,Offensive,OC,DC,-0.0038139204367192993,0.026574237096400066,0.0007483933738655985,-0.002701944607581467,-0.0507156578298497,-0.011183707799754633,-0.0316722664485795,-0.015493381678915634,-0.01704970591089398,-0.06047697911559343,-0.01708831832732706,-0.050557739578094,0.0176504481141278,0.1050669727999956,0.02358226670903062,0.06880715265506863,-0.01676561211581164,0.0090239090069975,-0.00842415928688233,-0.0034288623208539315
Tony Sparano,Brian Daboll,Offensive,Offensive,OC,OC,-0.011824025363163699,0.026574237096400066,-0.004714936057010188,-0.002701944607581467,-0.03718476715727595,-0.011183707799754633,-0.023606080660699164,-0.015493381678915634,0.0202938151705927,-0.06047697911559343,0.01463756790238209,-0.050557739578094,-0.010594438277083574,0.1050669727999956,-0.003231317133761326,0.06880715265506863,-0.011898223814755625,0.0090239090069975,-0.005575673545527477,-0.0034288623208539315
Romeo Crennel,Brian Daboll,Defensive,Offensive,OC,DC,-0.012374166116053376,0.026574237096400066,-0.004619527135990349,-0.002701944607581467,-0.05889936466189062,-0.011183707799754633,-0.04098604919364472,-0.015493381678915634,-0.02484785442116395,-0.06047697911559343,-0.027552804027908023,-0.050557739578094,-0.005972567660002499,0.1050669727999956,-0.001832894314412051,0.06880715265506863,-0.031303392671684596,0.0090239090069975,-0.023531147429152334,-0.0034288623208539315
Sean McDermott,Brian Daboll,Defensive,Offensive,OC,DC,0.03513086686763343,0.026574237096400066,0.01578331640620838,-0.002701944607581467,0.029334186768666125,-0.011183707799754633,0.022463626568005997,-0.015493381678915634,0.026346392490129898,-0.06047697911559343,0.03295232770069629,-0.050557739578094,0.023014090139262613,0.1050669727999956,-0.006592818290779689,0.06880715265506863,0.0277742358190501,0.0090239090069975,0.017058122724095116,-0.0034288623208539315
Kevin O'Connell,Brian Flores,Offensive,Defensive,DC,OC,0.03007390275150147,0.029338593115116402,0.0007977210475199349,0.007863345302858664,0.053936722666699834,0.050258628931618664,0.049627048787538826,0.039533688975963426,0.018400663971552933,0.0023230609846093334,0.028319903509052374,0.009100368583580785,-0.009285128049085366,0.008503468367201167,-0.04554494819401233,-0.020582150287963553,0.025352574963758565,0.025388714119024866,0.012899803635907134,0.013098861966357614
Mike Tomlin,Bruce Arians,Defensive,Offensive,OC,DC,-0.0029910092097404674,-0.009113288082998437,-0.006436325897390662,-0.011003083564754029,0.013989231183528496,0.04120702566371814,0.013140403052786019,0.03342887484665381,0.005984371602455766,0.07076001026674897,0.00516738784917403,0.06919154158258466,0.02667349321754687,0.015761356052251863,0.01462899567622514,0.002353941487025251,0.011442073178764771,0.031613461686049615,0.007857658471114482,0.02547085463591392
Chuck Pagano,Bruce Arians,Defensive,Offensive,OC,DC,-0.0162588447843655,-0.009113288082998437,-0.00519038432772745,-0.011003083564754029,0.04664583264083682,0.04120702566371814,0.04189454418707522,0.03342887484665381,0.022009780178582464,0.07076001026674897,0.013965139561403224,0.06919154158258466,0.00779294999069875,0.015761356052251863,0.005161259538455395,0.002353941487025251,0.017879410638668634,0.031613461686049615,0.01616606625019435,0.02547085463591392
Marty Schottenheimer,Cam Cameron,Defensive,Offensive,OC,DC,0.0132204645518286,0.0279275263096644,0.018832943171531776,0.029627124046783613,-0.0509894580791031,-0.0295437999881139,-0.018841206190376,-0.013766370343047157,0.0450652231685723,0.0394366360592167,0.045226156231687194,0.041214228212618456,-0.0120786496694446,0.0232204719022774,-0.0051342956194507785,0.021830649481132912,-0.0051357239296298,0.0109689376545643,0.00749782074485285,0.016276135935055336
John Harbaugh,Cam Cameron,Both,Offensive,OC,Other,0.012328061380964477,0.0279275263096644,0.008580102668327845,0.029627124046783613,-0.019551078417772007,-0.0295437999881139,-0.02137792171179738,-0.013766370343047157,0.004161842112310023,0.0394366360592167,0.0031922362468704358,0.041214228212618456,0.01984251195354056,0.0232204719022774,0.007171268816914289,0.021830649481132912,0.0020985574183320236,0.0109689376545643,-0.0020088933474442265,0.016276135935055336
Bill Cowher,Chan Gailey,Defensive,Both,OC,DC,0.0105757387661502,-0.0009815268456680667,0.01618821738585338,0.012307990207004814,-0.0433606425739981,-0.0185714953711295,-0.011212390685270995,-0.013114454052454828,0.0525114381256286,-0.009590493662417434,0.05267237118874349,-0.02379041177585901,-0.0064716615147406,-0.02989868726126847,0.0004726925352532222,-0.021664299894062548,-0.0002460388620972,-0.014799758576361066,0.01238750581238545,-0.011581297395530807
Herm Edwards,Chan Gailey,Both,Both,OC,Other,0.004920539979265433,-0.0009815268456680667,0.009558930900316195,0.012307990207004814,-0.033935657401123066,-0.0185714953711295,-0.010565455425788317,-0.013114454052454828,0.005910785406969334,-0.009590493662417434,0.007433576408926119,-0.02379041177585901,0.005323125422054299,-0.02989868726126847,0.00943858393522203,-0.021664299894062548,-0.006577632818258901,-0.014799758576361066,0.003121616301038091,-0.011581297395530807
Todd Bowles,Chan Gailey,Defensive,Both,OC,DC,-0.0052922540459214,-0.0009815268456680667,-0.01528822753310284,0.012307990207004814,-0.0010208309030506012,-0.0185714953711295,-0.007085035746374523,-0.013114454052454828,0.004686579139317714,-0.009590493662417434,0.00812343085230012,-0.02379041177585901,0.015007677850931227,-0.02989868726126847,-0.010830862740207595,-0.021664299894062548,0.002154307772319343,-0.014799758576361066,-0.0063446576008604535,-0.011581297395530807
Brian Flores,Chan Gailey,Defensive,Both,OC,DC,0.029338593115116402,-0.0009815268456680667,0.007863345302858664,0.012307990207004814,0.050258628931618664,-0.0185714953711295,0.039533688975963426,-0.013114454052454828,0.0023230609846093334,-0.009590493662417434,0.009100368583580785,-0.02379041177585901,0.008503468367201167,-0.02989868726126847,-0.020582150287963553,-0.021664299894062548,0.025388714119024866,-0.014799758576361066,0.013098861966357614,-0.011581297395530807
Pete Carroll,Chip Kelly,Defensive,Both,OC,DC,-0.005448911339699222,-0.016442733831329475,-0.007821887414550945,-0.005061392532613539,-0.0007894892023553571,-0.018863087604027377,-0.00578765455547668,-0.02685040168563657,0.010266820461332178,0.004276104847323275,0.008193942871381041,-0.0035533003755054645,0.0034524761017339077,0.009461529417529374,-0.009690972701868385,0.006406362342915431,0.0019406907772600217,-0.006676487035754175,-0.003304274056076754,-0.009521285272680938
John Harbaugh,Chuck Pagano,Both,Defensive,DC,Other,0.012328061380964477,-0.0162588447843655,0.008580102668327845,-0.00519038432772745,-0.019551078417772007,0.04664583264083682,-0.02137792171179738,0.04189454418707522,0.004161842112310023,0.022009780178582464,0.0031922362468704358,0.013965139561403224,0.01984251195354056,0.00779294999069875,0.007171268816914289,0.005161259538455395,0.0020985574183320236,0.017879410638668634,-0.0020088933474442265,0.01616606625019435
Matt Nagy,Chuck Pagano,Offensive,Defensive,DC,OC,0.03173183951616725,-0.0162588447843655,0.014048371274337133,-0.00519038432772745,0.0215988718296426,0.04664583264083682,0.010615289423471123,0.04189454418707522,-0.0029790841400168496,0.022009780178582464,0.0031838694727197997,0.013965139561403224,0.030490337425501324,0.00779294999069875,0.00041683373857768265,0.005161259538455395,0.0202035308405239,0.017879410638668634,0.008333909895346686,0.01616606625019435
Pete Carroll,Dan Quinn,Defensive,Defensive,DC,DC,-0.005448911339699222,0.0120649323096991,-0.007821887414550945,0.005512605293014874,-0.0007894892023553571,0.024876149579553915,-0.00578765455547668,0.01758687435022807,0.010266820461332178,0.015164580601118343,0.008193942871381041,0.016580125713971817,0.0034524761017339077,0.0271815206398098,-0.009690972701868385,0.002913957046217945,0.0019406907772600217,0.0191406387566182,-0.003304274056076754,0.010745844341582492
Mike McCarthy,Dan Quinn,Offensive,Defensive,DC,OC,0.003433053780342445,0.0120649323096991,0.0009158424162591795,0.005512605293014874,0.04434998876746694,0.024876149579553915,0.045974188135626204,0.01758687435022807,-0.0007701150395954163,0.015164580601118343,-0.0014678246441725666,0.016580125713971817,0.004692790443727473,0.0271815206398098,-0.005196951317727878,0.002913957046217945,0.014775099691015746,0.0191406387566182,0.012627638078875049,0.010745844341582492
Todd Bowles,Dave Canales,Defensive,Offensive,OC,DC,-0.0052922540459214,0.0583612268949391,-0.01528822753310284,0.022196404604345264,-0.0010208309030506012,-0.0099124756534961,-0.007085035746374523,-0.010480774685491428,0.004686579139317714,0.01426452191269,0.00812343085230012,0.02221491462489731,0.015007677850931227,0.0093849543890859,-0.010830862740207595,-0.030979535997658427,0.002154307772319343,0.015336622432927,-0.0063446576008604535,0.0013134159347857124
Kyle Shanahan,DeMeco Ryans,Offensive,Defensive,DC,OC,0.004906552226819988,0.006908806073426951,-0.014440998234605054,-0.02806500944191844,-0.027038780468169474,0.0176175855741114,-0.033909340668829606,0.01167477163899195,-0.015116459556183626,0.0391087627237903,-0.008510524345617242,0.04829557137763593,-0.0041057243611168255,0.049017989022703004,-0.033712632791159124,0.009159261248145985,-0.01221597925212985,0.02722609677083735,-0.022932092347084834,0.0121482316697199
John Fox,Dennis Allen,Defensive,Defensive,DC,DC,-0.0143647259757515,0.0054615457667196825,-0.005851459615646106,-0.0021355613340033317,-0.0479558349105589,-0.01431124754418435,-0.04181144351076462,-0.018257222519515733,0.0028573808779407423,-0.0042801296368077495,-0.002888811418676029,-0.005695209105961656,-0.015243787744851323,-0.05192012959868065,-0.013642381620794808,-0.0661728693032224,-0.020770252538388358,-0.007544409260442065,-0.018024346063301642,-0.013563219928509196
Sean Payton,Dennis Allen,Offensive,Defensive,DC,OC,0.017119163509369047,0.0054615457667196825,0.013847064048554555,-0.0021355613340033317,0.028267935693049674,-0.01431124754418435,0.029230881772792455,-0.018257222519515733,-0.03409723220267146,-0.0042801296368077495,-0.03471727363607832,-0.005695209105961656,-0.004784879832796995,-0.05192012959868065,-0.015667639518149288,-0.0661728693032224,0.002423274890535835,-0.007544409260442065,-0.0003222880444136503,-0.013563219928509196
Tom Coughlin,Dick Jauron,Offensive,Defensive,DC,Other,-0.007107167235871339,-0.0038403024099968987,0.0015284631795430298,-0.0005944860148674952,-0.010005711885487132,-0.0508279194457169,-0.0017140391369892412,-0.028974929567952813,0.03144956751780144,-0.040226495053016675,0.025124635062583722,-0.03859521529022861,-0.02236678962837124,-0.022673655340487552,-0.018070069391454516,-0.01904461235464276,-0.00143190633462438,-0.030920156639209925,0.002472657965137936,-0.022028458113801525
Pat Shurmur,Dick Jauron,Offensive,Defensive,DC,OC,-0.0037892391823481,-0.0038403024099968987,-0.0006295639447073623,-0.0005944860148674952,0.006433839005697224,-0.0508279194457169,0.002543932433573462,-0.028974929567952813,-0.023599913859031475,-0.040226495053016675,-0.03198683465066709,-0.03859521529022861,0.019159892489144525,-0.022673655340487552,0.005330350564314896,-0.01904461235464276,0.0002555384648159492,-0.030920156639209925,-0.004825867752163881,-0.022028458113801525
Jack Del Rio,Dirk Koetter,Defensive,Offensive,OC,DC,0.008862954606015834,-0.017765135130901732,0.015519987251977856,-0.014600214252043808,-0.0351858040768698,0.021020999711048566,-0.0257991901866435,0.014039819562659357,0.0083386647493215,0.1140465092489182,0.004926874512434888,0.11358481213118758,-0.003584725824822522,0.0139392163829193,-0.004034297904694983,-0.004989946171310512,-0.008299157678277989,0.0345493475805164,-0.004776332375401422,0.02898145004075318
Mike Smith,Dirk Koetter,Defensive,Offensive,OC,DC,-0.009661828654867857,-0.017765135130901732,0.00043563702116365205,-0.014600214252043808,0.015160914220163527,0.021020999711048566,0.021384902473278077,0.014039819562659357,0.015727189706561957,0.1140465092489182,0.007031020492238501,0.11358481213118758,-0.007318958983291114,0.0139392163829193,0.00021182769968307747,-0.004989946171310512,0.004891295535877817,0.0345493475805164,0.00868210282902983,0.02898145004075318
Lovie Smith,Dirk Koetter,Defensive,Offensive,OC,DC,-0.01574245974537283,-0.017765135130901732,-0.01012315355226864,-0.014600214252043808,-0.00999913561852927,0.021020999711048566,-0.001291876416956209,0.014039819562659357,0.02395181076031126,0.1140465092489182,0.02029901738801629,0.11358481213118758,0.004891971691359299,0.0139392163829193,0.005996961463228997,-0.004989946171310512,-0.00019072938916007038,0.0345493475805164,0.0031883509370997237,0.02898145004075318
Dan Quinn,Dirk Koetter,Defensive,Offensive,OC,DC,0.0120649323096991,-0.017765135130901732,0.005512605293014874,-0.014600214252043808,0.024876149579553915,0.021020999711048566,0.01758687435022807,0.014039819562659357,0.015164580601118343,0.1140465092489182,0.016580125713971817,0.11358481213118758,0.0271815206398098,0.0139392163829193,0.002913957046217945,-0.004989946171310512,0.0191406387566182,0.0345493475805164,0.010745844341582492,0.02898145004075318
Sean Payton,Doug Marrone,Offensive,Offensive,OC,OC,0.017119163509369047,-0.007467069464344983,0.013847064048554555,-0.008290701684352668,0.028267935693049674,-0.0055656593000584,0.029230881772792455,-0.01274671589502808,-0.03409723220267146,-0.02955360368080907,-0.03471727363607832,-0.03162760435082044,-0.004784879832796995,0.058574878647549795,-0.015667639518149288,0.04537714902411657,0.002423274890535835,-0.00025653606808900077,-0.0003222880444136503,-0.006065324190351464
Andy Reid,Doug Pederson,Offensive,Offensive,OC,Other,-0.012699473927272284,0.04419725115649605,-0.015668064546114406,0.030960753656090915,0.06423508779689172,0.019010994046876752,0.06512294808822659,0.012159896873107777,-0.02392779472649705,8.465481656084962e-05,-0.024693309173652644,0.004588505686397716,-0.004577348375452105,0.12280413085817152,-0.015622432675125645,0.09493099596283675,0.009200901935775016,0.043750553306057385,0.006470064037710671,0.03416706363340134
Bill Belichick,Eric Mangini,Defensive,Defensive,DC,DC,-0.002054349980882972,-0.0038139204367192993,-0.003178705506850001,0.0007483933738655985,0.029019765983609766,-0.0507156578298497,0.02998852401512965,-0.0316722664485795,-0.02016097535345067,-0.01704970591089398,-0.021410706865015314,-0.01708831832732706,0.002891651909645134,0.0176504481141278,-0.006524576496302251,0.02358226670903062,0.003690208243715334,-0.01676561211581164,0.0015867241567663738,-0.00842415928688233
Jim Tomsula,Eric Mangini,Defensive,Defensive,DC,Other,-0.0091565605399678,-0.0038139204367192993,-0.0007945924748670539,0.0007483933738655985,0.0118261583091342,-0.0507156578298497,0.0032492864885173885,-0.0316722664485795,-0.0277176729761453,-0.01704970591089398,-0.03203233824457491,-0.01708831832732706,0.0233214110678249,0.0176504481141278,0.008018575027323461,0.02358226670903062,-0.0024643551926419,-0.01676561211581164,-0.007895106202056516,-0.00842415928688233
Mike McCoy,Frank Reich,Offensive,Offensive,OC,OC,-0.027904410067279825,0.024453591220694598,-0.016523068768563888,0.004053991922582728,0.003823215176540775,0.00025610862958,-0.004164098905068421,-0.00912640007544893,-0.006495337812836274,-0.024547949506242433,-0.014324743035665015,-0.016804759447702832,-0.0267901959320046,0.0030961746605573,-0.029845363006618546,-0.028355322805397886,-0.011741120984483676,0.0019115386538483671,-0.014585919221410438,-0.009890726557171945
Doug Pederson,Frank Reich,Offensive,Offensive,OC,OC,0.04419725115649605,0.024453591220694598,0.030960753656090915,0.004053991922582728,0.019010994046876752,0.00025610862958,0.012159896873107777,-0.00912640007544893,8.465481656084962e-05,-0.024547949506242433,0.004588505686397716,-0.016804759447702832,0.12280413085817152,0.0030961746605573,0.09493099596283675,-0.028355322805397886,0.043750553306057385,0.0019115386538483671,0.03416706363340134,-0.009890726557171945
Hue Jackson,Freddie Kitchens,Offensive,Offensive,OC,OC,-0.003318449918829975,0.0657073721269596,0.002289456872441456,0.05461395492245803,-0.0115277578670743,0.0150087794174842,-0.01500777532492871,0.002642536325979954,0.0244753331904083,0.0291961009683057,0.019005709908570232,0.02721009935473806,0.061661269791003274,0.0005159867229705,0.04880137868223697,-0.03132526326463044,0.010491446676904225,0.0267818375329607,0.006696443493891738,0.013550226488270667
Joe Judge,Freddie Kitchens,Offensive,Offensive,OC,Other,0.02066820920181155,0.0657073721269596,-0.005997953914324274,0.05461395492245803,0.00330036998423165,0.0150087794174842,-0.006603918403499092,0.002642536325979954,-0.0229375446194828,0.0291961009683057,-0.011778582414241802,0.02721009935473806,0.0588967618388245,0.0005159867229705,0.031188958849877886,-0.03132526326463044,0.00757201706106455,0.0267818375329607,-0.004246955645591313,0.013550226488270667
Mike Shanahan,Gary Kubiak,Offensive,Offensive,OC,OC,-0.0006705653097574289,-0.00377416726730665,0.008767442127816702,0.004777531805167479,-0.021233428462726186,-0.009028888164535762,-0.00962164680786441,-0.0011364828641225219,0.015547056700164028,-0.01094513328340524,0.00792296086318192,-0.016932085454438514,-0.022528845419282156,0.0014228126173957902,-0.016828154361292966,0.0025031387320630697,-0.007419453361314443,-0.0064490204736406005,-0.002161540953587647,-0.003184918044919628
John Harbaugh,Gary Kubiak,Both,Offensive,OC,Other,0.012328061380964477,-0.00377416726730665,0.008580102668327845,0.004777531805167479,-0.019551078417772007,-0.009028888164535762,-0.02137792171179738,-0.0011364828641225219,0.004161842112310023,-0.01094513328340524,0.0031922362468704358,-0.016932085454438514,0.01984251195354056,0.0014228126173957902,0.007171268816914289,0.0025031387320630697,0.0020985574183320236,-0.0064490204736406005,-0.0020088933474442265,-0.003184918044919628
Mike Zimmer,Gary Kubiak,Both,Offensive,OC,DC,0.004736738256906249,-0.00377416726730665,0.0005231355661012521,0.004777531805167479,-0.006405125300339725,-0.009028888164535762,-0.0150033075498696,-0.0011364828641225219,-0.03597630375298534,-0.01094513328340524,-0.035087624789843064,-0.016932085454438514,0.018072288412623264,0.0014228126173957902,0.00017831652902117667,0.0025031387320630697,-0.0054365170828743,-0.0064490204736406005,-0.012661772042561607,-0.003184918044919628
Pete Carroll,Gus Bradley,Defensive,Defensive,DC,DC,-0.005448911339699222,0.0018856446730653247,-0.007821887414550945,0.013266985971781262,-0.0007894892023553571,0.0072097399091661,-0.00578765455547668,-0.0007775741724430963,0.010266820461332178,0.006733839222375301,0.008193942871381041,-0.0010955660004534403,0.0034524761017339077,0.02876532457180145,-0.009690972701868385,0.025710157497187507,0.0019406907772600217,0.01002710679860155,-0.003304274056076754,0.0071823085616747875
Anthony Lynn,Gus Bradley,Offensive,Defensive,DC,OC,0.016953838655742525,0.0018856446730653247,0.009432760488104324,0.013266985971781262,0.01578511345624935,0.0072097399091661,0.008085899604165989,-0.0007775741724430963,0.003872854288370125,0.006733839222375301,0.006476859281996845,-0.0010955660004534403,0.04487002219707885,0.02876532457180145,0.020310751670761067,0.025710157497187507,0.019922851890350275,0.01002710679860155,0.011396115616228226,0.0071823085616747875
Jon Gruden,Gus Bradley,Offensive,Defensive,DC,OC,-0.0117956574240803,0.0018856446730653247,-0.019912614596104324,0.013266985971781262,-0.0015744044110810001,0.0072097399091661,0.0021650636319644756,-0.0007775741724430963,-0.052649758355970355,0.006733839222375301,-0.048475445862139366,-0.0010955660004534403,-0.007176815350118658,0.02876532457180145,-0.02259790666557457,0.025710157497187507,-0.0163954261707667,0.01002710679860155,-0.01902124565974068,0.0071823085616747875
Frank Reich,Gus Bradley,Offensive,Defensive,DC,OC,0.024453591220694598,0.0018856446730653247,0.004053991922582728,0.013266985971781262,0.00025610862958,0.0072097399091661,-0.00912640007544893,-0.0007775741724430963,-0.024547949506242433,0.006733839222375301,-0.016804759447702832,-0.0010955660004534403,0.0030961746605573,0.02876532457180145,-0.028355322805397886,0.025710157497187507,0.0019115386538483671,0.01002710679860155,-0.009890726557171945,0.0071823085616747875
Shane Steichen,Gus Bradley,Offensive,Defensive,DC,OC,0.06563413003207345,0.0018856446730653247,0.03066031451672806,0.013266985971781262,-0.0361377045746267,0.0072097399091661,-0.042080518509746145,-0.0007775741724430963,0.01804382787443535,0.006733839222375301,0.027230636528280984,-0.0010955660004534403,0.0252055603248264,0.02876532457180145,-0.014653167449730616,0.025710157497187507,0.01281208058655415,0.01002710679860155,-0.002265784514563299,0.0071823085616747875
